user_id	item_id	time
5020	9299	2018-01-01 00:38:22.604
3571	10942	2018-01-01 01:23:16.420
3571	10793	2018-01-01 01:23:28.203
7081	6550	2018-01-01 03:53:30.601
2116	2578	2018-01-01 04:56:52.573
2116	8672	2018-01-01 05:53:31.873
2078	7245	2018-01-01 08:51:30.000
3480	10114	2018-01-01 11:48:47.498
9249	11010	2018-01-01 11:53:23.438
3480	10496	2018-01-01 11:54:40.596
3392	10955	2018-01-01 14:16:15.350
3392	2432	2018-01-01 14:17:05.458
3392	7406	2018-01-01 14:19:33.488
3392	9574	2018-01-01 14:20:05.533
3392	4672	2018-01-01 14:20:20.720
3392	3641	2018-01-01 14:21:07.335
3392	9698	2018-01-01 14:21:14.176
2089	10897	2018-01-01 15:58:58.246
2089	7004	2018-01-01 15:59:11.116
2089	5138	2018-01-01 15:59:25.245
2089	7060	2018-01-01 15:59:43.812
2089	5893	2018-01-01 15:59:54.320
2089	9628	2018-01-01 16:00:20.805
2089	4330	2018-01-01 16:02:01.301
2089	9649	2018-01-01 16:07:22.513
2089	7430	2018-01-01 16:08:10.339
2089	10128	2018-01-01 16:08:23.727
2089	7630	2018-01-01 16:08:32.595
2089	8697	2018-01-01 16:08:53.538
2089	4665	2018-01-01 16:09:01.786
2089	7971	2018-01-01 16:09:13.451
2089	4480	2018-01-01 16:09:35.332
2089	5463	2018-01-01 16:09:54.375
2089	4855	2018-01-01 16:12:43.183
2089	10025	2018-01-01 16:13:04.873
2089	5131	2018-01-01 16:13:13.347
2089	6053	2018-01-01 16:13:20.841
2089	6586	2018-01-01 16:13:29.270
2089	7930	2018-01-01 16:13:37.263
2089	2043	2018-01-01 16:16:11.949
2089	3239	2018-01-01 16:16:32.564
2089	3400	2018-01-01 16:17:25.493
2089	532	2018-01-01 16:18:32.196
2089	7454	2018-01-01 16:18:54.786
2089	733	2018-01-01 16:19:02.368
2089	9409	2018-01-01 16:19:30.919
2089	9251	2018-01-01 16:20:23.628
2089	9193	2018-01-01 16:20:56.525
3975	263	2018-01-01 17:59:48.485
4626	10780	2018-01-01 19:06:11.431
2090	1326	2018-01-01 19:20:28.525
2090	7165	2018-01-01 19:21:02.954
2090	1803	2018-01-01 19:22:15.594
2090	3735	2018-01-01 19:26:09.679
847	10562	2018-01-01 19:47:39.799
9370	11188	2018-01-01 20:16:51.383
4226	1390	2018-01-01 20:43:44.347
940	325	2018-01-01 20:51:05.832
940	320	2018-01-01 20:51:13.054
940	331	2018-01-01 20:51:22.774
940	330	2018-01-01 20:51:30.303
940	3405	2018-01-01 20:51:43.633
940	3406	2018-01-01 20:51:51.840
940	6172	2018-01-01 20:51:58.978
940	5137	2018-01-01 20:52:26.953
5762	10910	2018-01-01 23:32:13.101
5762	9175	2018-01-01 23:33:27.128
5984	4190	2018-01-02 00:27:36.447
5984	3732	2018-01-02 00:33:43.449
5984	1847	2018-01-02 00:34:15.310
5984	3769	2018-01-02 00:39:37.396
5984	2512	2018-01-02 00:39:52.076
5984	3865	2018-01-02 00:40:05.428
9070	10316	2018-01-02 02:50:35.497
397	8643	2018-01-02 02:52:14.500
397	2188	2018-01-02 03:01:04.677
1392	10395	2018-01-02 03:06:18.783
7081	9292	2018-01-02 07:01:52.964
256	10205	2018-01-02 15:56:58.475
256	10292	2018-01-02 16:00:02.321
900	821	2018-01-02 16:04:11.480
256	9897	2018-01-02 16:04:38.704
900	373	2018-01-02 17:22:04.167
9670	10399	2018-01-02 17:47:16.436
4991	5696	2018-01-02 17:53:07.790
4353	9899	2018-01-02 18:28:02.574
4353	1167	2018-01-02 18:36:06.460
4902	11031	2018-01-02 18:36:42.900
7787	3451	2018-01-02 18:42:35.654
7787	7294	2018-01-02 18:55:28.029
6798	612	2018-01-02 18:56:36.744
7787	2809	2018-01-02 18:59:57.591
7787	8454	2018-01-02 19:00:50.814
900	679	2018-01-02 19:13:35.012
5396	11130	2018-01-02 20:04:09.584
2478	9155	2018-01-02 20:16:23.735
2478	484	2018-01-02 20:17:32.404
2478	7428	2018-01-02 20:18:42.331
5371	8175	2018-01-02 22:19:29.168
5371	2186	2018-01-02 22:20:27.174
6685	9936	2018-01-02 22:20:37.881
5578	10548	2018-01-02 22:43:43.583
5628	9418	2018-01-03 00:41:29.696
6374	2507	2018-01-03 01:59:13.247
6374	7368	2018-01-03 02:01:19.964
6374	7362	2018-01-03 02:02:22.933
6374	4089	2018-01-03 02:03:26.551
6374	4843	2018-01-03 02:52:32.529
6374	1356	2018-01-03 02:57:29.992
2639	724	2018-01-03 04:23:58.091
2639	3971	2018-01-03 04:24:35.721
2639	5557	2018-01-03 04:27:04.637
2639	2477	2018-01-03 04:27:07.139
8248	10819	2018-01-03 10:57:27.357
8248	10708	2018-01-03 10:58:09.780
3842	11206	2018-01-03 13:01:49.124
3082	1019	2018-01-03 13:18:03.549
3082	6638	2018-01-03 13:18:58.623
1767	10902	2018-01-03 15:28:56.163
8326	3418	2018-01-03 19:21:00.289
8326	9148	2018-01-03 19:22:27.101
8326	7154	2018-01-03 19:24:26.660
8326	7896	2018-01-03 19:26:12.764
1335	3938	2018-01-03 21:23:40.421
8591	10819	2018-01-03 22:05:34.534
9790	10197	2018-01-03 22:59:07.969
4547	11308	2018-01-03 23:45:46.261
7438	8098	2018-01-03 23:48:55.984
4547	4836	2018-01-03 23:49:20.672
4547	4749	2018-01-03 23:49:34.479
4547	5787	2018-01-03 23:50:21.970
7438	10351	2018-01-03 23:51:06.490
4547	8910	2018-01-03 23:52:29.166
4547	7306	2018-01-03 23:57:16.574
4547	4347	2018-01-03 23:59:11.310
4547	2746	2018-01-03 23:59:49.415
4547	10514	2018-01-04 00:00:25.364
1335	6511	2018-01-04 00:25:24.943
8577	8473	2018-01-04 00:33:21.555
4185	11018	2018-01-04 00:35:21.930
2011	7738	2018-01-04 00:57:30.567
2011	10407	2018-01-04 00:57:59.854
4013	10844	2018-01-04 01:38:30.697
8476	2964	2018-01-04 04:13:45.323
5368	7901	2018-01-04 04:35:09.250
5368	10810	2018-01-04 04:38:22.919
224	6604	2018-01-04 04:48:49.011
224	4719	2018-01-04 04:51:02.968
9550	10409	2018-01-04 05:11:19.718
3106	7469	2018-01-04 05:18:55.224
8194	82	2018-01-04 06:11:00.502
8194	1813	2018-01-04 06:11:22.691
